Date,Type,Link
2023-11-28 19:00:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7135315211468570624
2023-11-28 18:45:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7135325546997047296
2023-11-27 20:42:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7134989925694734336
2023-11-27 19:26:53,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7125098339980722176
2023-11-27 19:26:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A684867-7134968592688627712
2023-11-27 19:26:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7133901381182050304
2023-11-27 19:22:15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A13927947-7134968488355319808
2023-11-27 19:22:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7134518908606119936
2023-11-27 19:21:58,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7134979867862839297
2023-11-27 18:43:30,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7134858413917822976
2023-11-27 18:43:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7134949012314468352
2023-11-24 18:08:24,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A3901022-7130657500848115712
2023-11-24 18:08:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7133536363278196736
2023-11-24 18:08:03,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7133444316957396993
2023-11-24 18:07:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7133471308960387073
2023-11-24 18:07:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7133551744277446656
2023-11-24 18:07:37,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7133858146996936704
2023-11-24 18:07:30,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7133148005351718913
2023-11-24 14:40:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7133550659722690560
2023-11-23 12:34:48,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7132759108465639425
2023-11-23 12:34:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7133198619792293888
2023-11-23 12:34:25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7133207939011534848
2023-11-23 12:33:22,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7133206391300706304
2023-11-23 12:33:03,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7133243618143711232
2023-11-23 12:32:56,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7133408904029364224
2023-11-22 20:16:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A6613456-7127378382228471808
2023-11-22 20:16:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7133185943997403137
2023-11-22 20:15:05,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7127388276851625986
2023-11-22 20:10:56,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7132890055190163456
